domain,file,n_train,n_features,n_sparse,ks_mean,ks_pass,ks_total,tstr_f1,trts_f1,base_f1,gap
blackhole_var5_oo,1_features_timeseries_60_sec.csv,305,14,12,0.3113,4,14,0.2581,0.3333,0.0,0.0753
blackhole_var5_oo,20_features_timeseries_60_sec.csv,305,14,12,0.3289,4,14,0.4524,0.3333,0.0,0.119
blackhole_var5_oo,2_features_timeseries_60_sec.csv,305,14,12,0.3109,4,14,0.2069,0.3333,0.0,0.1264
blackhole_var5_oo,3_features_timeseries_60_sec.csv,305,14,12,0.2971,4,14,1.0,0.3927,0.1786,0.6073
blackhole_var5_oo,4_features_timeseries_60_sec.csv,305,14,12,0.2919,4,14,0.1882,0.3333,0.0,0.1451
blackhole_var5_oo,5_features_timeseries_60_sec.csv,305,14,12,0.2717,4,14,0.31,0.3333,0.0,0.0233
blackhole_var5_oo,6_features_timeseries_60_sec.csv,306,14,12,0.235,4,14,0.4964,0.3333,0.1154,0.163
blackhole_var5_oo,7_features_timeseries_60_sec.csv,304,14,12,0.3132,4,14,0.1882,0.3333,0.0,0.1451
blackhole_var5_oo,8_features_timeseries_60_sec.csv,305,14,12,0.3258,4,14,1.0,0.8173,0.439,0.1827
blackhole_var5_oo,9_features_timeseries_60_sec.csv,305,14,12,0.3014,4,14,0.266,0.3333,0.0,0.0674
disflooding_var10_base,10_features_timeseries_60_sec.csv,682,14,6,0.2527,0,14,1.0,0.9629,1.0,0.0371
disflooding_var10_base,11_features_timeseries_60_sec.csv,682,14,6,0.2439,0,14,1.0,0.968,1.0,0.032
disflooding_var10_base,12_features_timeseries_60_sec.csv,682,14,6,0.2035,0,14,1.0,0.978,1.0,0.022
disflooding_var10_base,13_features_timeseries_60_sec.csv,682,14,6,0.2117,0,14,1.0,0.983,1.0,0.017
disflooding_var10_base,14_features_timeseries_60_sec.csv,682,14,6,0.2401,0,14,1.0,0.979,1.0,0.021
disflooding_var10_base,15_features_timeseries_60_sec.csv,682,14,6,0.1999,0,14,1.0,0.968,1.0,0.032
disflooding_var10_base,16_features_timeseries_60_sec.csv,682,14,6,0.2778,0,14,1.0,0.975,1.0,0.025
disflooding_var10_base,17_features_timeseries_60_sec.csv,682,14,6,0.2009,0,14,1.0,0.986,1.0,0.014
disflooding_var10_base,18_features_timeseries_60_sec.csv,682,14,6,0.2263,0,14,1.0,0.9569,1.0,0.0431
disflooding_var10_base,19_features_timeseries_60_sec.csv,682,14,6,0.2221,0,14,1.0,0.975,1.0,0.025
disflooding_var10_base,1_features_timeseries_60_sec.csv,682,14,6,0.2053,0,14,1.0,0.977,1.0,0.023
disflooding_var10_base,20_features_timeseries_60_sec.csv,682,14,6,0.2346,0,14,1.0,0.973,1.0,0.027
disflooding_var10_base,2_features_timeseries_60_sec.csv,682,14,6,0.212,0,14,1.0,0.987,1.0,0.013
disflooding_var10_base,3_features_timeseries_60_sec.csv,682,14,6,0.1978,0,14,1.0,0.979,1.0,0.021
disflooding_var10_base,4_features_timeseries_60_sec.csv,682,14,6,0.2632,0,14,1.0,0.985,1.0,0.015
disflooding_var10_base,5_features_timeseries_60_sec.csv,682,14,6,0.2638,0,14,1.0,0.964,1.0,0.036
disflooding_var10_base,6_features_timeseries_60_sec.csv,682,14,6,0.2082,0,14,1.0,0.971,1.0,0.029
disflooding_var10_base,7_features_timeseries_60_sec.csv,682,14,6,0.2331,0,14,1.0,0.967,1.0,0.033
disflooding_var10_base,8_features_timeseries_60_sec.csv,682,14,6,0.2119,0,14,1.0,0.987,1.0,0.013
disflooding_var10_base,9_features_timeseries_60_sec.csv,682,14,6,0.2285,0,14,1.0,0.967,1.0,0.033
disflooding_var10_dec,10_features_timeseries_60_sec.csv,678,14,6,0.2582,0,14,1.0,0.968,1.0,0.032
disflooding_var10_dec,11_features_timeseries_60_sec.csv,678,14,6,0.2151,0,14,1.0,0.979,1.0,0.021
disflooding_var10_dec,12_features_timeseries_60_sec.csv,678,14,6,0.2834,0,14,1.0,0.9428,1.0,0.0572
disflooding_var10_dec,13_features_timeseries_60_sec.csv,678,14,6,0.2409,0,14,1.0,0.9337,1.0,0.0663
disflooding_var10_dec,14_features_timeseries_60_sec.csv,678,14,6,0.2978,0,14,1.0,0.975,1.0,0.025
disflooding_var10_dec,15_features_timeseries_60_sec.csv,678,14,6,0.2567,0,14,1.0,0.9134,1.0,0.0866
disflooding_var10_dec,16_features_timeseries_60_sec.csv,678,14,6,0.2357,0,14,1.0,0.965,1.0,0.035
disflooding_var10_dec,17_features_timeseries_60_sec.csv,678,14,6,0.2682,0,14,1.0,0.9569,1.0,0.0431
disflooding_var10_dec,18_features_timeseries_60_sec.csv,678,14,6,0.2998,0,14,1.0,0.9559,1.0,0.0441
disflooding_var10_dec,19_features_timeseries_60_sec.csv,678,14,6,0.2329,0,14,1.0,0.965,1.0,0.035
disflooding_var10_dec,1_features_timeseries_60_sec.csv,678,14,6,0.234,0,14,1.0,0.9599,1.0,0.0401
disflooding_var10_dec,20_features_timeseries_60_sec.csv,678,14,6,0.2433,0,14,1.0,0.989,1.0,0.011
disflooding_var10_dec,2_features_timeseries_60_sec.csv,678,14,6,0.3294,0,14,1.0,0.9529,1.0,0.0471
disflooding_var10_dec,3_features_timeseries_60_sec.csv,678,14,6,0.2388,0,14,1.0,0.9428,1.0,0.0572
disflooding_var10_dec,4_features_timeseries_60_sec.csv,678,14,6,0.2728,0,14,1.0,0.985,1.0,0.015
disflooding_var10_dec,5_features_timeseries_60_sec.csv,678,14,6,0.2422,0,14,1.0,0.9559,1.0,0.0441
disflooding_var10_dec,6_features_timeseries_60_sec.csv,678,14,6,0.2184,0,14,1.0,0.9629,1.0,0.0371
disflooding_var10_dec,7_features_timeseries_60_sec.csv,678,14,6,0.2073,0,14,1.0,0.968,1.0,0.032
disflooding_var10_dec,8_features_timeseries_60_sec.csv,678,14,6,0.2733,0,14,1.0,0.9619,1.0,0.0381
disflooding_var10_dec,9_features_timeseries_60_sec.csv,678,14,6,0.2714,0,14,1.0,0.98,1.0,0.02
disflooding_var10_oo,10_features_timeseries_60_sec.csv,684,14,6,0.2167,0,14,1.0,0.992,1.0,0.008
disflooding_var10_oo,11_features_timeseries_60_sec.csv,684,14,6,0.2703,0,14,1.0,0.993,1.0,0.007
disflooding_var10_oo,12_features_timeseries_60_sec.csv,684,14,6,0.2412,0,14,1.0,0.996,1.0,0.004
disflooding_var10_oo,13_features_timeseries_60_sec.csv,684,14,6,0.288,0,14,1.0,0.986,1.0,0.014
disflooding_var10_oo,14_features_timeseries_60_sec.csv,684,14,6,0.2115,0,14,1.0,0.98,1.0,0.02
disflooding_var10_oo,15_features_timeseries_60_sec.csv,684,14,6,0.2656,0,14,1.0,0.981,1.0,0.019
disflooding_var10_oo,16_features_timeseries_60_sec.csv,684,14,6,0.2816,0,14,1.0,0.991,1.0,0.009
disflooding_var10_oo,17_features_timeseries_60_sec.csv,684,14,6,0.1938,0,14,1.0,0.989,1.0,0.011
disflooding_var10_oo,18_features_timeseries_60_sec.csv,684,14,6,0.2657,0,14,1.0,0.994,1.0,0.006
disflooding_var10_oo,19_features_timeseries_60_sec.csv,684,14,6,0.2389,0,14,1.0,0.975,1.0,0.025
disflooding_var10_oo,1_features_timeseries_60_sec.csv,684,14,6,0.2513,0,14,1.0,0.9509,1.0,0.0491
disflooding_var10_oo,20_features_timeseries_60_sec.csv,684,14,6,0.2172,0,14,1.0,0.984,1.0,0.016
