domain,file,n_train,n_features,n_sparse,ks_mean,ks_pass,ks_total,tstr_f1,trts_f1,base_f1,gap
worstparent_var10_oo,10_features_timeseries_60_sec.csv,710,14,6,0.1787,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,11_features_timeseries_60_sec.csv,710,14,6,0.4965,0,14,1.0,0.9398,0.497,0.0602
worstparent_var10_oo,12_features_timeseries_60_sec.csv,710,14,6,0.193,4,14,0.4688,1.0,0.4481,0.5312
worstparent_var10_oo,13_features_timeseries_60_sec.csv,710,14,6,0.5009,0,14,0.4654,0.992,0.4671,0.5266
worstparent_var10_oo,14_features_timeseries_60_sec.csv,710,14,6,0.2308,4,14,0.4276,0.991,0.4654,0.5634
worstparent_var10_oo,15_features_timeseries_60_sec.csv,710,14,6,0.2196,4,14,0.3818,0.4146,0.2478,0.0328
worstparent_var10_oo,16_features_timeseries_60_sec.csv,710,14,8,0.3445,2,14,1.0,0.9205,0.4516,0.0795
worstparent_var10_oo,17_features_timeseries_60_sec.csv,710,14,6,0.1797,4,14,0.4603,0.965,0.4925,0.5046
worstparent_var10_oo,18_features_timeseries_60_sec.csv,710,14,6,0.1669,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,19_features_timeseries_60_sec.csv,710,14,6,0.2401,4,14,0.4769,0.9479,0.4534,0.4709
worstparent_var10_oo,1_features_timeseries_60_sec.csv,710,14,12,0.4301,2,14,1.0,0.7125,1.0,0.2875
worstparent_var10_oo,20_features_timeseries_60_sec.csv,710,14,6,0.1703,4,14,0.494,1.0,0.494,0.506
worstparent_var10_oo,2_features_timeseries_60_sec.csv,710,14,6,0.4756,2,14,0.0058,0.6435,0.0,0.6376
worstparent_var10_oo,3_features_timeseries_60_sec.csv,710,14,6,0.2253,4,14,1.0,0.999,1.0,0.001
worstparent_var10_oo,4_features_timeseries_60_sec.csv,710,14,6,0.2054,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,5_features_timeseries_60_sec.csv,710,14,6,0.1903,4,14,0.4237,0.8876,0.4056,0.4639
worstparent_var10_oo,6_features_timeseries_60_sec.csv,710,14,6,0.1893,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,7_features_timeseries_60_sec.csv,710,14,6,0.2032,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,8_features_timeseries_60_sec.csv,710,14,6,0.234,4,14,1.0,1.0,1.0,0.0
worstparent_var10_oo,9_features_timeseries_60_sec.csv,710,14,6,0.1744,4,14,1.0,1.0,0.4985,0.0
worstparent_var15_base,10_features_timeseries_60_sec.csv,710,14,6,0.4466,0,14,1.0,0.99,1.0,0.01
worstparent_var15_base,11_features_timeseries_60_sec.csv,710,14,6,0.2141,4,14,1.0,0.9519,1.0,0.0481
worstparent_var15_base,12_features_timeseries_60_sec.csv,710,14,6,0.2852,2,14,1.0,1.0,1.0,0.0
worstparent_var15_base,13_features_timeseries_60_sec.csv,710,14,6,0.2084,4,14,1.0,1.0,0.4985,0.0
worstparent_var15_base,14_features_timeseries_60_sec.csv,710,14,6,0.173,4,14,1.0,1.0,1.0,0.0
worstparent_var15_base,15_features_timeseries_60_sec.csv,710,14,6,0.1907,4,14,1.0,1.0,1.0,0.0
worstparent_var15_base,16_features_timeseries_60_sec.csv,710,14,6,0.1992,4,14,0.0957,0.8007,0.0058,0.7049
worstparent_var15_base,17_features_timeseries_60_sec.csv,710,14,6,0.212,4,14,1.0,1.0,1.0,0.0
worstparent_var15_base,18_features_timeseries_60_sec.csv,710,14,6,0.183,4,14,0.4769,1.0,0.4637,0.5231
worstparent_var15_base,19_features_timeseries_60_sec.csv,710,14,6,0.1439,4,14,1.0,1.0,1.0,0.0
worstparent_var15_base,1_features_timeseries_60_sec.csv,710,14,6,0.3775,2,14,0.1626,0.715,0.0449,0.5524
worstparent_var15_base,20_features_timeseries_60_sec.csv,710,14,6,0.5743,0,14,1.0,0.998,1.0,0.002
worstparent_var15_base,2_features_timeseries_60_sec.csv,710,14,6,0.563,0,14,0.494,0.8928,0.0116,0.3987
worstparent_var15_base,3_features_timeseries_60_sec.csv,710,14,6,0.526,0,14,0.494,0.9266,0.497,0.4326
worstparent_var15_base,4_features_timeseries_60_sec.csv,710,14,6,0.4381,0,14,1.0,1.0,1.0,0.0
worstparent_var15_base,5_features_timeseries_60_sec.csv,710,14,6,0.4992,0,14,1.0,0.999,1.0,0.001
worstparent_var15_base,6_features_timeseries_60_sec.csv,710,14,6,0.1672,4,14,0.472,0.977,0.472,0.5049
worstparent_var15_base,7_features_timeseries_60_sec.csv,710,14,6,0.6655,0,14,1.0,0.996,1.0,0.004
worstparent_var15_base,8_features_timeseries_60_sec.csv,710,14,6,0.1957,4,14,1.0,1.0,1.0,0.0
worstparent_var15_base,9_features_timeseries_60_sec.csv,710,14,6,0.6118,0,14,1.0,0.995,1.0,0.005
worstparent_var15_dec,10_features_timeseries_60_sec.csv,710,14,6,0.2341,4,14,0.4955,1.0,0.4925,0.5045
worstparent_var15_dec,11_features_timeseries_60_sec.csv,710,14,6,0.59,0,14,1.0,0.8678,1.0,0.1322
worstparent_var15_dec,12_features_timeseries_60_sec.csv,710,14,6,0.1817,4,14,1.0,1.0,1.0,0.0
worstparent_var15_dec,13_features_timeseries_60_sec.csv,710,14,6,0.5799,0,14,0.4955,0.9074,0.4925,0.4119
worstparent_var15_dec,14_features_timeseries_60_sec.csv,710,14,6,0.1786,4,14,0.4569,0.6769,0.4408,0.22
worstparent_var15_dec,15_features_timeseries_60_sec.csv,710,14,6,0.2148,4,14,0.4035,0.3333,0.0,0.0702
worstparent_var15_dec,16_features_timeseries_60_sec.csv,710,14,6,0.542,0,14,1.0,0.8018,1.0,0.1982
worstparent_var15_dec,17_features_timeseries_60_sec.csv,710,14,6,0.1668,4,14,1.0,0.999,1.0,0.001
worstparent_var15_dec,18_features_timeseries_60_sec.csv,710,14,6,0.5719,0,14,1.0,0.9599,1.0,0.0401
worstparent_var15_dec,19_features_timeseries_60_sec.csv,710,14,6,0.377,1,14,1.0,0.996,1.0,0.004
worstparent_var15_dec,1_features_timeseries_60_sec.csv,710,14,6,0.5027,2,14,1.0,0.7607,1.0,0.2393
worstparent_var15_dec,20_features_timeseries_60_sec.csv,710,14,6,0.2849,3,14,1.0,0.9276,1.0,0.0724
worstparent_var15_dec,2_features_timeseries_60_sec.csv,710,14,6,0.5819,0,14,1.0,0.763,1.0,0.237
worstparent_var15_dec,3_features_timeseries_60_sec.csv,710,14,6,0.4508,0,14,1.0,0.826,1.0,0.174
worstparent_var15_dec,4_features_timeseries_60_sec.csv,710,14,6,0.2112,4,14,1.0,1.0,1.0,0.0
worstparent_var15_dec,5_features_timeseries_60_sec.csv,710,14,6,0.5786,0,14,1.0,0.8793,1.0,0.1207
worstparent_var15_dec,6_features_timeseries_60_sec.csv,710,14,6,0.6084,0,14,1.0,0.9185,1.0,0.0815
worstparent_var15_dec,7_features_timeseries_60_sec.csv,710,14,6,0.2175,4,14,1.0,1.0,1.0,0.0
worstparent_var15_dec,8_features_timeseries_60_sec.csv,710,14,6,0.5651,0,14,0.4257,0.9519,0.4352,0.5262
worstparent_var15_dec,9_features_timeseries_60_sec.csv,710,14,6,0.2174,4,14,1.0,1.0,1.0,0.0
worstparent_var15_oo,10_features_timeseries_60_sec.csv,710,14,6,0.1541,4,14,0.4257,0.9103,0.4138,0.4846
worstparent_var15_oo,11_features_timeseries_60_sec.csv,710,14,6,0.3365,4,14,0.472,0.6703,0.4688,0.1983
worstparent_var15_oo,12_features_timeseries_60_sec.csv,710,14,6,0.3193,2,14,0.472,0.9458,0.4551,0.4738
worstparent_var15_oo,13_features_timeseries_60_sec.csv,710,14,6,0.5542,0,14,0.0,0.9589,0.0,0.9589
worstparent_var15_oo,14_features_timeseries_60_sec.csv,710,14,6,0.1766,4,14,0.3841,0.9428,0.3511,0.5588
worstparent_var15_oo,15_features_timeseries_60_sec.csv,710,14,6,0.1608,4,14,1.0,1.0,1.0,0.0
worstparent_var15_oo,16_features_timeseries_60_sec.csv,710,14,6,0.1982,4,14,0.4444,1.0,0.4295,0.5556
worstparent_var15_oo,17_features_timeseries_60_sec.csv,710,14,6,0.1727,4,14,0.4985,1.0,1.0,0.5015
worstparent_var15_oo,18_features_timeseries_60_sec.csv,710,14,6,0.219,4,14,0.3487,0.3333,0.0286,0.0153
worstparent_var15_oo,19_features_timeseries_60_sec.csv,710,14,6,0.1534,4,14,0.4014,0.992,0.395,0.5906
worstparent_var15_oo,1_features_timeseries_60_sec.csv,710,14,6,0.6219,0,14,0.1053,0.6269,0.1053,0.5217
worstparent_var15_oo,20_features_timeseries_60_sec.csv,710,14,6,0.5242,0,14,1.0,0.8796,0.4218,0.1204
worstparent_var15_oo,2_features_timeseries_60_sec.csv,710,14,6,0.4857,0,14,0.3585,1.0,0.3585,0.6415
worstparent_var15_oo,3_features_timeseries_60_sec.csv,710,14,6,0.4305,2,14,0.0,0.6847,0.0,0.6847
worstparent_var15_oo,4_features_timeseries_60_sec.csv,710,14,6,0.186,4,14,1.0,1.0,1.0,0.0
worstparent_var15_oo,5_features_timeseries_60_sec.csv,710,14,6,0.5211,1,14,0.2342,0.992,0.1626,0.7578
worstparent_var15_oo,6_features_timeseries_60_sec.csv,710,14,6,0.3857,0,14,0.3033,0.997,0.3089,0.6937
worstparent_var15_oo,7_features_timeseries_60_sec.csv,710,14,6,0.2136,4,14,0.4257,0.7939,0.3863,0.3682
worstparent_var15_oo,8_features_timeseries_60_sec.csv,710,14,6,0.1933,4,14,1.0,1.0,1.0,0.0
worstparent_var15_oo,9_features_timeseries_60_sec.csv,710,14,6,0.5436,0,14,0.3385,0.7431,0.2887,0.4046
worstparent_var20_base,10_features_timeseries_60_sec.csv,710,14,6,0.1386,4,14,1.0,1.0,1.0,0.0
worstparent_var20_base,11_features_timeseries_60_sec.csv,710,14,6,0.1264,4,14,0.4534,0.8667,0.4352,0.4133
worstparent_var20_base,12_features_timeseries_60_sec.csv,710,14,6,0.4946,1,14,1.0,1.0,1.0,0.0
worstparent_var20_base,13_features_timeseries_60_sec.csv,710,14,6,0.5867,0,14,1.0,0.9489,1.0,0.0511
worstparent_var20_base,14_features_timeseries_60_sec.csv,710,14,6,0.4927,0,14,1.0,1.0,1.0,0.0
worstparent_var20_base,15_features_timeseries_60_sec.csv,710,14,6,0.2164,4,14,1.0,1.0,1.0,0.0
worstparent_var20_base,16_features_timeseries_60_sec.csv,710,14,6,0.2464,4,14,1.0,0.974,1.0,0.026
worstparent_var20_base,17_features_timeseries_60_sec.csv,710,14,6,0.1638,4,14,1.0,1.0,1.0,0.0
worstparent_var20_base,18_features_timeseries_60_sec.csv,710,14,6,0.5197,0,14,1.0,0.814,1.0,0.186
worstparent_var20_base,19_features_timeseries_60_sec.csv,710,14,6,0.5303,0,14,0.2056,0.8647,0.1626,0.6591
worstparent_var20_base,1_features_timeseries_60_sec.csv,710,14,6,0.1502,4,14,0.4817,0.9093,0.472,0.4276
worstparent_var20_base,20_features_timeseries_60_sec.csv,710,14,6,0.3189,2,14,1.0,1.0,1.0,0.0
worstparent_var20_base,2_features_timeseries_60_sec.csv,710,14,6,0.1512,4,14,0.4925,0.986,0.4895,0.4935
worstparent_var20_base,3_features_timeseries_60_sec.csv,710,14,6,0.2924,2,14,1.0,1.0,1.0,0.0
worstparent_var20_base,4_features_timeseries_60_sec.csv,710,14,6,0.5932,0,14,1.0,0.995,1.0,0.005
worstparent_var20_base,5_features_timeseries_60_sec.csv,710,14,6,0.2132,4,14,1.0,1.0,1.0,0.0
worstparent_var20_base,6_features_timeseries_60_sec.csv,710,14,6,0.349,0,14,1.0,0.995,0.4985,0.005
worstparent_var20_base,7_features_timeseries_60_sec.csv,710,14,6,0.2101,4,14,1.0,0.9559,0.4603,0.0441
worstparent_var20_base,8_features_timeseries_60_sec.csv,710,14,6,0.3845,2,14,1.0,0.8782,1.0,0.1218
worstparent_var20_base,9_features_timeseries_60_sec.csv,710,14,6,0.4044,0,14,1.0,0.993,1.0,0.007
worstparent_var20_dec,10_features_timeseries_60_sec.csv,710,14,6,0.1766,4,14,1.0,0.9569,1.0,0.0431
worstparent_var20_dec,11_features_timeseries_60_sec.csv,710,14,6,0.1654,4,14,1.0,1.0,1.0,0.0
worstparent_var20_dec,12_features_timeseries_60_sec.csv,710,14,6,0.1598,4,14,1.0,0.7757,1.0,0.2243
worstparent_var20_dec,13_features_timeseries_60_sec.csv,710,14,6,0.2186,4,14,0.3863,0.3333,0.0,0.0529
worstparent_var20_dec,14_features_timeseries_60_sec.csv,710,14,6,0.2255,1,14,1.0,0.8326,1.0,0.1674
worstparent_var20_dec,15_features_timeseries_60_sec.csv,710,14,6,0.27,4,14,1.0,0.9,1.0,0.1
worstparent_var20_dec,16_features_timeseries_60_sec.csv,710,14,6,0.5297,0,14,1.0,0.967,1.0,0.033
worstparent_var20_dec,17_features_timeseries_60_sec.csv,710,14,6,0.1762,4,14,0.4817,1.0,0.4817,0.5183
worstparent_var20_dec,18_features_timeseries_60_sec.csv,710,14,6,0.578,2,14,0.4801,0.5088,1.0,0.0287
worstparent_var20_dec,19_features_timeseries_60_sec.csv,710,14,6,0.5676,0,14,1.0,0.9589,1.0,0.0411
worstparent_var20_dec,1_features_timeseries_60_sec.csv,710,14,6,0.216,4,14,0.2166,0.3333,0.0173,0.1167
worstparent_var20_dec,20_features_timeseries_60_sec.csv,710,14,6,0.1728,4,14,1.0,1.0,1.0,0.0
worstparent_var20_dec,2_features_timeseries_60_sec.csv,710,14,6,0.5834,0,14,1.0,0.8782,1.0,0.1218
worstparent_var20_dec,3_features_timeseries_60_sec.csv,710,14,6,0.543,0,14,0.0,0.7211,1.0,0.7211
worstparent_var20_dec,4_features_timeseries_60_sec.csv,710,14,6,0.1754,4,14,1.0,1.0,1.0,0.0
worstparent_var20_dec,5_features_timeseries_60_sec.csv,710,14,6,0.5762,0,14,0.0,0.6637,0.0,0.6637
worstparent_var20_dec,6_features_timeseries_60_sec.csv,710,14,6,0.588,0,14,1.0,0.8271,1.0,0.1729
worstparent_var20_dec,7_features_timeseries_60_sec.csv,710,14,6,0.4762,0,14,0.4817,0.991,0.4925,0.5093
worstparent_var20_dec,8_features_timeseries_60_sec.csv,710,14,6,0.5687,0,14,0.4371,0.9276,0.4753,0.4905
worstparent_var20_dec,9_features_timeseries_60_sec.csv,710,14,6,0.598,0,14,0.0449,0.9129,0.1457,0.8679
worstparent_var20_oo,10_features_timeseries_60_sec.csv,710,14,6,0.5681,0,14,1.0,0.992,1.0,0.008
worstparent_var20_oo,11_features_timeseries_60_sec.csv,710,14,6,0.3918,2,14,0.4753,0.8845,0.3633,0.4092
worstparent_var20_oo,12_features_timeseries_60_sec.csv,710,14,6,0.3112,0,14,0.3609,0.8751,0.3281,0.5142
worstparent_var20_oo,13_features_timeseries_60_sec.csv,710,14,6,0.4322,0,14,1.0,1.0,1.0,0.0
worstparent_var20_oo,14_features_timeseries_60_sec.csv,710,14,6,0.5161,0,14,0.3487,0.9246,0.3436,0.5759
worstparent_var20_oo,15_features_timeseries_60_sec.csv,710,14,6,0.3211,2,14,1.0,0.976,1.0,0.024
worstparent_var20_oo,16_features_timeseries_60_sec.csv,710,14,6,0.2353,4,14,1.0,1.0,1.0,0.0
worstparent_var20_oo,17_features_timeseries_60_sec.csv,710,14,6,0.4549,2,14,0.3281,0.966,0.2797,0.6379
worstparent_var20_oo,18_features_timeseries_60_sec.csv,710,14,6,0.1976,4,14,0.4737,0.999,0.3993,0.5253
worstparent_var20_oo,19_features_timeseries_60_sec.csv,710,14,6,0.5517,0,14,0.3307,0.995,0.4257,0.6643
worstparent_var20_oo,1_features_timeseries_60_sec.csv,710,14,6,0.5839,0,14,1.0,0.9256,1.0,0.0744
worstparent_var20_oo,20_features_timeseries_60_sec.csv,710,14,6,0.4622,2,14,0.3863,0.98,0.3333,0.5937
worstparent_var20_oo,2_features_timeseries_60_sec.csv,710,14,6,0.232,4,14,1.0,0.901,1.0,0.099
worstparent_var20_oo,3_features_timeseries_60_sec.csv,710,14,6,0.1754,4,14,0.3863,0.8217,0.3487,0.4354
worstparent_var20_oo,4_features_timeseries_60_sec.csv,710,14,6,0.5602,1,14,1.0,0.8772,1.0,0.1228
worstparent_var20_oo,5_features_timeseries_60_sec.csv,710,14,6,0.1713,2,14,1.0,0.992,1.0,0.008
worstparent_var20_oo,6_features_timeseries_60_sec.csv,710,14,6,0.1911,2,14,0.4257,0.9297,0.4138,0.504
worstparent_var20_oo,7_features_timeseries_60_sec.csv,710,14,6,0.5709,0,14,1.0,0.7692,1.0,0.2308
worstparent_var20_oo,8_features_timeseries_60_sec.csv,710,14,6,0.1958,4,14,1.0,1.0,1.0,0.0
worstparent_var20_oo,9_features_timeseries_60_sec.csv,710,14,6,0.5685,0,14,1.0,0.8029,0.3972,0.1971
worstparent_var5_base,10_features_timeseries_60_sec.csv,710,14,12,0.2416,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,11_features_timeseries_60_sec.csv,710,14,12,0.307,4,14,0.4895,0.3333,0.3117,0.1562
worstparent_var5_base,12_features_timeseries_60_sec.csv,710,14,12,0.2411,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,13_features_timeseries_60_sec.csv,710,14,12,0.276,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,14_features_timeseries_60_sec.csv,710,14,12,0.4918,0,14,0.0,0.6756,0.0,0.6756
worstparent_var5_base,15_features_timeseries_60_sec.csv,710,14,12,0.2558,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,16_features_timeseries_60_sec.csv,710,14,13,0.2587,4,14,1.0,0.9629,1.0,0.0371
worstparent_var5_base,17_features_timeseries_60_sec.csv,710,14,12,0.2788,4,14,0.4498,0.3333,0.0,0.1165
worstparent_var5_base,18_features_timeseries_60_sec.csv,710,14,12,0.2414,4,14,0.2202,0.3333,0.0,0.1131
worstparent_var5_base,19_features_timeseries_60_sec.csv,710,14,6,0.1867,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,1_features_timeseries_60_sec.csv,710,14,6,0.5051,0,14,1.0,0.998,1.0,0.002
worstparent_var5_base,20_features_timeseries_60_sec.csv,710,14,12,0.2491,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,2_features_timeseries_60_sec.csv,710,14,12,0.2591,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,3_features_timeseries_60_sec.csv,710,14,12,0.2489,4,14,0.4014,1.0,0.3993,0.5986
worstparent_var5_base,4_features_timeseries_60_sec.csv,710,14,6,0.1985,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,5_features_timeseries_60_sec.csv,710,14,12,0.2376,4,14,0.4314,0.3338,0.1667,0.0977
worstparent_var5_base,6_features_timeseries_60_sec.csv,710,14,12,0.2344,4,14,1.0,0.998,1.0,0.002
worstparent_var5_base,7_features_timeseries_60_sec.csv,710,14,12,0.2683,4,14,0.2827,0.3333,0.0,0.0506
worstparent_var5_base,8_features_timeseries_60_sec.csv,710,14,12,0.2864,4,14,1.0,1.0,1.0,0.0
worstparent_var5_base,9_features_timeseries_60_sec.csv,710,14,12,0.2333,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,10_features_timeseries_60_sec.csv,710,14,12,0.2628,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,11_features_timeseries_60_sec.csv,710,14,12,0.2547,4,14,0.4955,0.34,0.2511,0.1556
worstparent_var5_dec,12_features_timeseries_60_sec.csv,710,14,12,0.2722,4,14,0.3704,0.3333,0.0,0.037
worstparent_var5_dec,13_features_timeseries_60_sec.csv,710,14,12,0.2785,4,14,1.0,0.991,1.0,0.009
worstparent_var5_dec,14_features_timeseries_60_sec.csv,710,14,12,0.2378,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,15_features_timeseries_60_sec.csv,710,14,12,0.2859,4,14,0.4534,0.3329,0.1282,0.1205
worstparent_var5_dec,16_features_timeseries_60_sec.csv,710,14,12,0.2917,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,17_features_timeseries_60_sec.csv,710,14,12,0.2965,4,14,0.2797,0.3333,0.0,0.0537
worstparent_var5_dec,18_features_timeseries_60_sec.csv,710,14,12,0.2707,4,14,0.4753,0.3351,0.2704,0.1402
worstparent_var5_dec,19_features_timeseries_60_sec.csv,710,14,12,0.2507,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,1_features_timeseries_60_sec.csv,710,14,12,0.2464,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,20_features_timeseries_60_sec.csv,710,14,12,0.2589,4,14,1.0,0.985,1.0,0.015
worstparent_var5_dec,2_features_timeseries_60_sec.csv,710,14,12,0.273,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,3_features_timeseries_60_sec.csv,710,14,12,0.2381,4,14,0.4848,1.0,0.4848,0.5152
worstparent_var5_dec,4_features_timeseries_60_sec.csv,710,14,6,0.252,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,5_features_timeseries_60_sec.csv,710,14,12,0.2296,4,14,0.4097,0.353,0.0909,0.0567
worstparent_var5_dec,6_features_timeseries_60_sec.csv,710,14,12,0.2315,4,14,1.0,1.0,1.0,0.0
worstparent_var5_dec,7_features_timeseries_60_sec.csv,710,14,12,0.2361,4,14,0.2019,0.3333,0.0,0.1315
worstparent_var5_dec,8_features_timeseries_60_sec.csv,710,14,12,0.2663,2,14,1.0,0.9286,1.0,0.0714
worstparent_var5_dec,9_features_timeseries_60_sec.csv,710,14,8,0.1621,4,14,1.0,0.9062,1.0,0.0938
worstparent_var5_oo,10_features_timeseries_60_sec.csv,710,14,12,0.195,4,14,0.4753,0.5088,0.3863,0.0335
worstparent_var5_oo,11_features_timeseries_60_sec.csv,710,14,12,0.2743,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,12_features_timeseries_60_sec.csv,710,14,12,0.1865,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,13_features_timeseries_60_sec.csv,710,14,12,0.2025,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,14_features_timeseries_60_sec.csv,710,14,12,0.1925,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,15_features_timeseries_60_sec.csv,710,14,12,0.2551,4,14,0.4426,0.504,0.2917,0.0614
worstparent_var5_oo,16_features_timeseries_60_sec.csv,710,14,12,0.2493,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,17_features_timeseries_60_sec.csv,710,14,12,0.2125,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,18_features_timeseries_60_sec.csv,710,14,12,0.2251,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,19_features_timeseries_60_sec.csv,710,14,12,0.2303,4,14,1.0,0.995,1.0,0.005
worstparent_var5_oo,1_features_timeseries_60_sec.csv,710,14,12,0.1742,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,20_features_timeseries_60_sec.csv,710,14,12,0.2107,4,14,1.0,0.996,1.0,0.004
worstparent_var5_oo,2_features_timeseries_60_sec.csv,710,14,12,0.2408,4,14,0.4218,0.989,0.4158,0.5672
worstparent_var5_oo,3_features_timeseries_60_sec.csv,710,14,12,0.2639,4,14,0.4481,0.6408,0.3536,0.1927
worstparent_var5_oo,4_features_timeseries_60_sec.csv,710,14,12,0.2237,4,14,1.0,1.0,1.0,0.0
worstparent_var5_oo,5_features_timeseries_60_sec.csv,710,14,12,0.1994,4,14,0.4314,0.8635,0.4178,0.4321
worstparent_var5_oo,6_features_timeseries_60_sec.csv,710,14,12,0.2522,4,14,1.0,0.998,1.0,0.002
worstparent_var5_oo,7_features_timeseries_60_sec.csv,710,14,12,0.2688,4,14,0.4118,0.9266,0.3818,0.5148
worstparent_var5_oo,8_features_timeseries_60_sec.csv,710,14,12,0.2021,4,14,0.462,0.5055,0.3333,0.0434
worstparent_var5_oo,9_features_timeseries_60_sec.csv,710,14,12,0.2125,4,14,1.0,1.0,1.0,0.0
